Taken_product,Yearly_avg_view_on_travel_page,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,member_in_family,preferred_location_type,Yearly_avg_comment_on_travel_page,total_likes_on_outofstation_checkin_received,week_since_last_outstation_checkin,following_company_page,montly_avg_comment_on_company_page,working_flag,travelling_network_rating,Adult_flag,Daily_Avg_mins_spend_on_traveling_page
No,277,Laptop,4886,2,3,Historical site,60,4478,7,No,26,No,4,0,17
No,329,Mobile,32457,21,2,Historical site,54,5330,4,No,31,No,2,1,15
No,291,Tab,44175,2,4,Beach,103,6610,11,No,31,No,2,0,19
No,295,Tab,37990,29,3,Trekking,74,6321,4,No,40,No,1,1,12
No,217,Laptop,16572,1,1,Trekking,86,4345,6,No,31,No,3,1,13
No,379,Mobile,35113,18,4,Beach,110,6854,2,Yes,29,No,1,2,13
No,268,Laptop,30767,10,4,Historical site,57,3882,3,Yes,37,No,4,1,9
No,307,Tab,31713,19,2,Historical site,113,2788,8,Yes,22,No,3,1,19
Yes,296,Tab,41344,29,1,Historical site,79,6729,9,Yes,29,No,2,0,23
Yes,231,Tab,4289,27,3,Big Cities,50,7706,3,No,32,Yes,4,3,16
No,178,Tab,39809,5,3,Beach,80,2375,3,Yes,38,No,1,1,9
No,276,Laptop,22273,18,1,Historical site,81,2207,3,No,23,No,1,0,15
No,308,Mobile,40335,9,5,Beach,85,4921,11,No,25,No,4,1,7
No,356,Tab,22587,1,4,Historical site,114,9464,8,No,26,No,3,1,20
Yes,251,Tab,36613,4,4,Historical site,57,10449,1,No,19,No,3,0,15
No,236,Mobile,29061,1,1,Beach,106,8535,1,No,38,Yes,3,0,14
No,216,Laptop,43519,20,3,Beach,103,10038,2,No,33,No,4,0,17
No,395,Tab,51450,8,4,Beach,100,12544,6,No,38,No,4,2,20
Yes,231,Tab,35212,3,3,Trekking,101,2722,6,Yes,29,No,3,0,14
No,318,Tab,31408,6,3,Beach,85,13645,5,Yes,29,No,3,0,21
Yes,236,Laptop,11735,26,4,Big Cities,71,6762,6,No,24,No,3,0,14
Yes,226,Tab,34762,1,3,Trekking,110,2109,0,No,34,No,4,0,16
No,351,Mobile,36861,6,3,Historical site,82,8937,8,No,27,No,4,0,25
No,410,Tab,40185,3,3,Big Cities,66,6001,4,No,32,No,4,1,23
No,277,Tab,48902,5,2,Beach,75,5979,10,No,30,No,4,0,21
No,258,Tab,5185,4,4,Historical site,69,2668,8,No,37,Yes,4,0,12
No,284,Laptop,23265,11,3,Other,62,12242,1,Yes,29,No,3,3,15
No,299,Tab,4218,3,3,Beach,95,10655,0,No,32,No,3,2,19
No,244,Mobile,34316,1,4,Historical site,112,4398,1,No,25,No,4,1,12
No,452,Tab,5022,3,3,Beach,80,2230,4,No,26,No,1,1,12
No,287,Laptop,11207,4,4,Big Cities,50,2849,4,No,32,No,3,1,16
No,225,Laptop,49504,1,1,Historical site,55,7981,1,No,28,No,4,1,18
No,275,Laptop,33091,1,3,Big Cities,110,8845,2,No,29,No,1,0,16
Yes,230,Tab,31415,18,1,Historical site,102,2450,3,Yes,29,No,3,0,4
No,403,Tab,46351,2,3,Beach,99,3282,7,No,28,No,2,0,15
No,328,Tab,18676,4,2,Trekking,75,19291,1,No,27,No,4,0,24
No,457,Tab,28679,6,2,Historical site,72,2320,8,No,38,No,4,0,16
No,386,Tab,29941,1,4,Historical site,86,19563,3,No,27,No,3,1,39
Yes,254,Tab,28511,14,3,Historical site,83,2493,5,Yes,31,No,3,1,13
No,329,Tab,36239,16,3,Big Cities,104,16124,7,Yes,45,Yes,3,1,29
Yes,254,Tab,16317,2,2,Beach,59,2767,7,No,37,Yes,1,0,17
No,397,Mobile,27037,2,4,Beach,100,19122,1,Yes,27,No,4,0,40
No,253,Tab,49087,4,2,Beach,67,3998,3,No,25,No,1,1,11
Yes,254,Tab,18071,1,3,Beach,80,3778,0,Yes,26,No,4,0,9
No,304,Tab,50144,1,4,Historical site,115,2280,8,No,24,No,3,3,10
No,251,Mobile,34214,26,4,Big Cities,118,4524,0,No,39,No,1,0,12
No,320,Tab,49438,19,2,Beach,51,3120,4,No,22,No,1,2,27
No,306,Tab,45540,24,2,Trekking,77,3367,2,No,30,No,1,2,16
No,352,Tab,8862,1,3,Other,87,19262,0,No,19,No,3,1,26
No,245,Laptop,46498,3,4,Historical site,95,13728,9,No,31,No,1,1,19
No,262,Tab,29174,5,4,Beach,73,2971,2,No,29,No,3,1,5
No,262,Tab,16499,2,4,Beach,96,6011,6,No,34,No,2,1,19
No,285,Tab,35634,1,2,Historical site,102,3979,4,No,27,No,1,1,23
No,351,Laptop,42017,7,4,Beach,87,6497,5,No,29,No,4,1,13
Yes,288,Laptop,17684,10,3,Historical site,70,10103,8,No,24,No,2,2,23
No,301,Laptop,17715,2,4,Trekking,86,10992,2,No,40,Yes,4,0,30
No,225,Tab,23326,15,3,Beach,83,2400,2,No,32,No,1,0,11
No,329,Tab,32112,17,2,Beach,102,6607,5,Yes,26,No,3,0,16
No,226,Tab,43696,20,2,Big Cities,60,6996,4,No,29,No,4,1,17
No,195,Tab,24036,1,3,Beach,82,4956,1,No,28,No,4,2,11
No,323,Tab,9462,2,3,Historical site,74,2648,2,Yes,21,No,3,1,11
No,307,Tab,49611,2,2,Historical site,59,19499,1,No,31,No,4,1,26
No,390,Tab,29206,1,3,Beach,117,2780,3,No,31,No,2,0,7
Yes,246,Laptop,10799,29,2,Historical site,88,3532,0,No,29,No,2,0,13
No,248,Laptop,45927,7,3,Beach,125,2841,3,No,31,Yes,3,0,13
No,300,Mobile,46498,2,2,Beach,59,5307,5,No,26,No,4,1,14
No,248,Tab,4536,2,1,Trekking,98,2247,5,No,30,No,4,0,12
No,353,Tab,17125,2,3,Trekking,91,16944,5,Yes,31,No,2,1,32
Yes,223,Tab,18567,2,4,Beach,102,3532,3,No,29,No,3,0,9
No,228,Tab,42386,2,3,Historical site,90,6696,2,No,41,No,2,2,15
No,237,Tab,51256,23,3,Historical site,82,5635,2,No,34,Yes,2,1,14
No,201,Mobile,23663,5,2,Beach,104,4048,3,No,33,No,4,2,11
No,345,Tab,48531,20,2,Historical site,101,13548,0,Yes,28,No,2,0,31
No,285,Tab,49156,6,3,Beach,59,3260,0,No,25,No,3,1,17
No,426,Tab,15863,1,3,Historical site,105,19104,2,Yes,33,No,3,0,46
Yes,366,Mobile,23365,29,4,Beach,103,11909,3,Yes,27,No,4,1,14
No,223,Tab,40584,9,3,Historical site,108,2137,3,No,43,Yes,4,1,9
No,289,Tab,8032,6,4,Historical site,123,6565,4,No,30,No,2,1,11
No,164,Tab,34906,3,2,Historical site,114,3281,3,No,34,No,1,0,10
No,284,Mobile,25520,1,4,Historical site,101,13665,4,Yes,31,No,1,2,17
No,275,Tab,46067,22,3,Beach,96,12053,8,No,38,No,2,1,14
No,295,Tab,11305,7,2,Historical site,67,5674,1,Yes,34,Yes,3,1,12
No,206,Laptop,51826,1,3,Beach,104,6462,1,No,35,Yes,1,1,13
No,380,Tab,27948,4,1,Beach,117,19210,4,No,32,No,1,2,33
No,403,Tab,37499,3,4,Historical site,62,17645,4,Yes,28,No,4,3,26
No,325,Tab,22265,1,1,Beach,119,4960,3,No,35,Yes,3,0,29
No,224,Laptop,15523,2,2,Beach,63,4623,3,No,40,No,1,0,10
No,425,Tab,5195,20,2,Trekking,63,5468,3,Yes,39,No,4,1,14
No,201,Laptop,17400,11,2,Historical site,76,4801,3,Yes,32,No,3,1,13
No,286,Tab,48069,1,3,Beach,59,2167,1,No,32,No,2,0,23
Yes,345,Laptop,32250,24,3,Beach,56,3211,4,Yes,40,Yes,4,1,25
No,290,Tab,24122,23,4,Beach,108,5808,9,No,30,No,2,1,19
Yes,209,Tab,50769,16,4,Historical site,57,2429,3,Yes,33,No,4,1,10
No,219,Tab,39144,8,2,Beach,80,3374,3,No,43,Yes,4,0,12
No,374,Laptop,22302,10,4,Beach,52,18726,9,Yes,21,No,4,0,32
No,283,Tab,17754,3,3,Trekking,51,4553,4,No,33,No,4,0,18
No,246,Laptop,15578,5,3,Big Cities,103,2857,1,No,27,No,3,1,2
Yes,201,Tab,33286,4,4,Big Cities,65,5879,3,Yes,28,No,2,0,17
No,290,Laptop,31162,9,3,Historical site,73,2383,3,Yes,30,No,3,3,10
No,324,Laptop,19487,26,3,Big Cities,94,13591,6,No,35,No,4,1,32
Yes,145,Tab,8091,3,3,Beach,66,1485,3,No,28,No,3,0,7
No,274,Tab,43169,16,3,Big Cities,113,8074,2,No,27,No,3,2,21
No,278,Laptop,19859,18,4,Beach,96,3743,6,No,29,No,4,2,9
No,388,Tab,45609,2,3,Historical site,107,5535,6,No,34,No,4,1,19
No,313,Tab,11751,2,4,Beach,105,16069,3,No,36,No,2,0,22
No,145,Tab,28457,10,3,Historical site,77,1268,3,No,30,No,1,0,3
No,218,Tab,51707,16,2,Historical site,84,5731,2,No,41,No,3,0,16
No,242,Tab,7686,7,3,Trekking,112,6979,6,No,27,No,2,1,19
No,300,Tab,39666,1,3,Historical site,66,9676,2,No,28,No,1,3,23
No,281,Mobile,38713,24,4,Beach,71,5731,7,No,28,No,3,1,17
No,248,Tab,31755,7,3,Beach,100,5535,2,No,38,No,3,1,14
No,300,Tab,29756,25,2,Beach,96,12109,3,No,33,No,3,1,26
No,444,Mobile,13696,1,4,Beach,49,5710,2,Yes,32,No,4,1,17
No,245,Tab,24228,5,4,Trekking,105,4869,1,Yes,20,No,3,1,11
No,243,Tab,3752,2,3,Hill Stations,80,6476,4,No,20,No,4,0,15
No,346,Laptop,43761,7,3,Beach,116,5271,1,No,40,No,1,1,28
No,240,Tab,6766,2,4,Beach,44,2758,2,Yes,26,No,2,1,12
No,253,Laptop,19409,5,4,Beach,86,11940,8,No,23,No,2,2,18
No,304,Tab,4145,10,1,Historical site,117,17139,2,Yes,27,No,4,0,27
No,328,Laptop,6525,10,4,Beach,47,2500,0,No,39,No,1,0,11
No,374,Tab,38226,1,2,Trekking,105,14017,9,Yes,26,No,4,0,35
Yes,402,Tab,25362,8,4,Historical site,103,5000,3,No,23,No,1,0,16
No,208,Tab,42738,5,3,Beach,96,2529,2,Yes,27,No,2,0,11
No,251,Tab,20631,8,2,Trekking,80,5279,3,Yes,20,No,4,0,21
No,210,Tab,48253,2,3,Beach,94,4536,1,Yes,28,No,1,0,9
No,238,Tab,24239,7,3,Big Cities,89,7597,6,No,28,No,4,3,18
No,247,Tab,35682,2,4,Historical site,96,5118,8,No,34,No,3,0,10
Yes,225,Tab,40535,2,4,Historical site,104,3515,7,Yes,23,No,4,0,5
No,231,Tab,44664,28,2,Historical site,84,5821,1,No,29,No,4,2,21
No,243,Laptop,27981,7,2,Beach,71,8993,2,No,39,Yes,1,1,19
No,304,Laptop,23556,7,2,Historical site,78,19319,1,No,36,No,1,1,24
Yes,303,Tab,40717,3,2,Historical site,58,5291,5,Yes,36,No,1,0,20
No,253,Laptop,17837,10,3,Big Cities,70,4731,5,No,27,No,3,0,10
No,364,Tab,51912,5,5,Beach,54,18348,5,No,26,No,2,1,29
No,328,Laptop,19614,10,4,Beach,97,5310,3,No,28,No,2,1,13
No,211,Mobile,7405,1,1,Big Cities,90,6408,1,Yes,24,No,4,1,11
No,415,Laptop,32529,20,4,Beach,58,4916,3,No,26,No,4,0,27
No,335,Tab,35085,7,3,Beach,65,10049,8,No,36,No,1,1,17
No,346,Tab,19271,8,4,Other,96,3745,10,No,34,No,1,2,18
No,310,Tab,39385,1,2,Historical site,73,7523,2,Yes,38,Yes,3,3,14
Yes,223,Tab,11174,8,4,Other,87,2182,3,Yes,27,No,4,0,10
No,228,Tab,25888,9,5,Other,46,4032,1,No,41,No,3,0,11
No,239,Tab,19987,5,3,Big Cities,48,6187,1,No,33,No,3,3,19
No,216,Tab,39599,8,4,Big Cities,78,6263,3,No,34,No,1,1,13
No,283,Tab,41765,5,2,Historical site,78,6405,7,No,38,No,3,2,12
No,297,Tab,12048,15,2,Beach,114,11564,0,Yes,23,No,2,1,17
No,242,Tab,43178,7,4,Historical site,51,7198,2,Yes,25,No,3,0,14
No,222,Tab,5095,10,1,Big Cities,56,8325,2,Yes,29,No,1,2,12
No,276,Tab,45403,5,4,Trekking,85,8146,1,No,33,No,4,0,21
No,187,Tab,45861,26,1,Beach,107,2958,2,No,24,No,3,2,11
No,322,Tab,16959,6,3,Historical site,111,6090,6,Yes,34,No,4,0,12
No,359,Laptop,45869,4,1,Historical site,125,3026,5,No,31,No,1,0,10
No,320,Tab,28397,23,5,Beach,63,16057,2,No,30,No,2,0,22
No,226,Mobile,26154,2,3,Beach,79,4695,1,No,31,No,1,1,13
No,326,Tab,19096,2,1,Trekking,70,2748,0,Yes,22,No,3,1,10
No,246,Tab,37209,2,3,Historical site,92,2433,2,No,31,No,3,1,12
No,368,Tab,18599,29,1,Historical site,109,12561,5,No,33,Yes,2,1,22
No,292,Tab,46218,6,3,Historical site,72,6032,5,Yes,25,No,1,2,18
No,230,Mobile,22478,25,2,Trekking,98,4793,7,Yes,18,No,2,1,10
No,201,Tab,32706,1,3,Beach,74,5353,3,No,34,No,2,1,13
No,324,Tab,46662,2,4,Other,107,6838,3,No,36,Yes,2,0,19
Yes,164,Laptop,26508,1,1,Trekking,115,2240,2,Yes,26,No,3,0,9
No,277,Mobile,29621,1,5,Historical site,63,6718,6,No,36,No,2,0,10
No,281,Laptop,18980,3,4,Historical site,63,9766,5,No,34,No,1,1,21
No,436,Tab,20808,1,4,Historical site,100,6807,3,No,24,No,3,0,22
No,311,Tab,41040,10,4,Beach,63,2280,3,Yes,27,No,3,1,11
No,165,Mobile,31381,9,2,Historical site,56,2670,1,No,34,Yes,3,0,4
Yes,257,Tab,12303,5,3,Big Cities,55,2918,3,Yes,26,No,2,0,2
No,289,Tab,32282,10,3,Historical site,118,3515,7,No,31,Yes,2,1,22
No,350,Mobile,40096,7,4,Historical site,49,5322,4,No,30,No,3,0,16
Yes,318,Laptop,5064,4,3,Big Cities,68,9418,3,No,39,No,3,0,9
No,387,Tab,36661,10,3,Trekking,124,10550,6,No,38,No,4,0,29
Yes,307,Tab,20177,22,2,Big Cities,89,6434,3,Yes,31,No,1,2,16
No,239,Tab,14336,9,4,Beach,64,2712,2,Yes,25,No,4,0,6
Yes,170,Tab,5515,12,3,Beach,105,2762,2,No,31,No,4,0,7
No,227,Tab,44955,23,3,Beach,68,2257,9,No,29,No,4,0,12
No,269,Tab,26476,9,4,Beach,122,6593,11,No,39,No,3,0,17
No,213,Tab,51467,1,2,Historical site,103,3870,3,No,24,No,2,1,10
No,219,Tab,10679,9,4,Beach,108,5315,3,No,23,No,4,0,14
No,382,Tab,44188,7,3,Other,43,11021,10,No,42,Yes,3,0,31
No,391,Tab,41287,14,2,Beach,105,4997,4,No,31,No,3,1,23
No,278,Tab,11564,2,3,Beach,115,2608,6,No,21,No,2,1,7
Yes,268,Mobile,47729,19,3,Big Cities,82,5350,8,Yes,35,No,2,0,10
No,427,Tab,45931,2,3,Beach,114,16703,4,Yes,27,No,3,0,31
No,194,Tab,48033,10,4,Big Cities,100,4309,3,Yes,27,No,4,1,7
No,234,Tab,7108,2,1,Trekking,90,2544,3,No,33,No,1,1,8
Yes,204,Laptop,20170,3,1,Trekking,86,3161,0,No,37,Yes,3,0,7
No,177,Tab,8902,11,3,Historical site,53,2313,1,No,35,No,4,1,10
No,281,Tab,5797,2,2,Historical site,70,7654,2,No,28,No,2,2,17
Yes,236,Laptop,16285,4,3,Trekking,58,2340,11,Yes,37,Yes,3,0,13
No,283,Tab,38791,14,3,Beach,117,3089,2,No,33,No,3,1,24
No,308,Tab,26623,2,2,Big Cities,57,5765,7,No,24,No,3,2,13
No,326,Tab,7073,1,4,Beach,106,2626,5,No,37,No,2,1,16
No,292,Tab,45734,10,4,Beach,67,4258,4,Yes,29,No,4,0,25
No,329,Tab,34420,12,3,Beach,78,14392,1,No,18,No,3,1,35
No,313,Tab,19481,2,3,Historical site,98,3502,7,No,39,Yes,2,1,26
No,419,Tab,28792,5,2,Historical site,106,19476,4,No,23,No,3,1,29
No,260,Mobile,48382,4,4,Big Cities,91,6601,11,No,31,No,1,1,9
No,243,Tab,16843,7,2,Historical site,54,4363,3,No,35,No,2,1,20
No,329,Laptop,11017,21,3,Historical site,76,2313,9,No,33,Yes,1,1,15
No,330,Tab,51593,8,4,Other,98,4583,5,Yes,28,No,4,0,11
No,194,Tab,31236,4,2,Beach,123,4549,3,Yes,23,No,2,0,12
No,291,Mobile,37252,25,5,Historical site,96,4512,5,Yes,36,No,1,2,21
No,245,Tab,11555,1,2,Beach,119,2270,3,No,20,No,3,1,11
No,299,Laptop,42672,1,1,Beach,65,19255,3,Yes,30,No,3,1,22
No,432,Laptop,31750,6,3,Beach,98,13269,10,No,26,No,4,3,40
No,235,Tab,37917,12,3,Trekking,102,6635,0,No,28,No,2,0,10
No,318,Tab,22624,1,3,Big Cities,72,8446,1,No,36,No,3,1,18
No,215,Tab,45547,17,2,Historical site,106,4614,2,No,26,No,4,1,12
Yes,197,Tab,24119,3,3,Historical site,106,4086,6,No,23,No,3,1,14
No,401,Tab,11204,3,3,Historical site,55,8019,2,Yes,35,No,3,0,35
No,348,Tab,6765,10,2,Beach,79,2701,3,No,36,Yes,4,2,16
No,403,Tab,52192,4,2,Beach,47,16602,4,No,32,No,4,0,36
No,322,Laptop,18678,29,2,Beach,102,4612,3,No,21,No,2,1,26
No,239,Tab,11140,2,3,Beach,58,6144,3,No,39,Yes,3,0,16
No,464,Tab,14822,7,3,Beach,53,19623,7,No,30,No,4,0,35
No,355,Tab,52014,18,3,Historical site,99,4876,2,No,25,No,3,1,24
No,323,Laptop,47935,28,4,Trekking,111,4585,0,No,24,No,4,3,11
Yes,194,Tab,50726,1,1,Trekking,78,3258,3,Yes,27,No,2,0,15
Yes,264,Laptop,10403,6,2,Big Cities,48,2404,2,No,26,No,4,1,8
No,299,Laptop,52207,2,2,Beach,61,1769,2,Yes,32,Yes,3,1,8
No,306,Tab,48979,2,4,Beach,94,18094,2,No,32,No,4,0,22
No,209,Tab,47257,23,3,Beach,101,2943,1,No,34,Yes,2,2,9
No,231,Mobile,49044,3,3,Beach,79,2144,6,No,27,No,3,1,12
No,232,Tab,34554,3,4,Historical site,106,11985,1,No,39,No,3,0,14
Yes,225,Tab,14342,25,5,Trekking,86,2606,7,No,36,No,2,0,9
Yes,150,Tab,17173,2,2,Trekking,74,2626,1,No,24,No,3,0,8
No,236,Mobile,48980,22,4,Other,80,8476,1,No,23,No,3,0,14
No,436,Tab,7402,29,3,Big Cities,77,14177,4,No,30,No,3,1,34
No,386,Tab,38514,29,4,Beach,105,17107,2,No,25,No,2,1,37
No,231,Mobile,39104,2,3,Historical site,64,2628,1,No,24,No,3,0,17
No,463,Laptop,52512,28,3,Big Cities,92,10327,6,No,31,No,4,0,28
No,363,Tab,34448,2,2,Historical site,76,5134,6,No,33,No,3,3,21
No,359,Tab,35357,2,3,Beach,61,17909,7,No,34,No,3,0,27
No,270,Tab,5087,22,3,Beach,61,4286,2,No,30,No,3,0,14
No,413,Tab,19232,8,4,Beach,60,3839,9,No,21,No,3,0,27
No,263,Tab,45651,2,4,Beach,78,2829,5,No,34,No,3,1,23
No,351,Tab,39423,10,3,Big Cities,111,9143,3,Yes,30,No,3,1,19
No,240,Tab,44627,9,1,Beach,57,10716,3,No,38,Yes,4,1,17
Yes,259,Tab,44734,15,1,Historical site,78,13674,8,Yes,22,No,4,0,20
Yes,259,Tab,20599,10,1,Historical site,56,3466,7,No,31,No,1,3,13
No,232,Tab,14509,7,1,Big Cities,67,3045,0,No,29,No,1,0,7
No,272,Tab,44702,16,3,Beach,87,7700,4,Yes,24,No,3,0,18
Yes,244,Laptop,18727,20,3,Beach,87,9876,5,No,26,No,1,0,18
Yes,267,Laptop,34633,23,3,Hill Stations,55,10018,9,Yes,30,No,3,3,19
No,321,Laptop,51629,5,2,Other,114,2147,6,No,33,No,4,1,16
No,284,Mobile,22266,10,4,Historical site,57,10041,1,No,24,No,4,0,13
Yes,171,Laptop,47921,4,1,Trekking,108,3949,7,No,34,No,3,0,11
No,373,Tab,5764,2,5,Big Cities,55,4098,2,No,28,No,1,1,21
No,426,Tab,39144,18,5,Beach,101,16901,3,No,35,Yes,4,0,44
No,322,Mobile,9390,10,2,Beach,76,6286,9,No,30,No,4,0,18
No,270,Tab,21710,1,3,Big Cities,95,4768,9,No,26,No,3,0,17
No,307,Tab,10624,6,3,Beach,92,13291,8,No,34,No,3,0,26
No,299,Laptop,15563,8,1,Beach,64,3811,1,No,24,No,1,1,14
No,239,Tab,29017,2,1,Beach,90,6641,6,Yes,23,No,3,0,19
No,325,Tab,11213,24,3,Historical site,67,7459,1,Yes,35,Yes,4,1,12
No,350,Tab,19685,2,3,Other,80,4862,1,No,34,No,2,1,16
Yes,205,Laptop,14947,17,4,Beach,68,2794,2,Yes,32,No,2,1,17
No,226,Tab,8174,19,3,Trekking,48,4320,5,No,35,No,2,2,12
No,259,Tab,32315,1,5,Historical site,114,16248,6,No,41,No,3,1,13
No,241,Tab,24139,7,3,Beach,58,11608,10,No,30,Yes,3,1,17
Yes,144,Laptop,45753,5,3,Big Cities,87,1933,3,Yes,31,No,4,0,7
No,310,Mobile,38329,28,3,Other,73,10992,4,No,30,No,3,1,26
No,315,Mobile,17863,2,4,Other,88,6866,2,Yes,36,No,1,0,13
No,203,Tab,27175,29,2,Historical site,59,4364,6,No,25,No,1,2,10
No,273,Tab,6886,1,3,Historical site,101,4912,1,No,28,No,4,0,10
No,264,Tab,9083,21,4,Beach,91,5386,3,No,26,No,4,0,15
Yes,203,Tab,16527,24,3,Trekking,84,2408,3,Yes,35,No,2,0,9
No,284,Tab,28009,1,3,Trekking,78,7551,4,No,36,No,4,0,16
No,353,Laptop,36246,18,1,Historical site,107,10587,7,No,23,No,4,0,29
No,319,Tab,44721,2,5,Beach,108,16645,7,No,28,No,2,1,26
No,285,Mobile,5021,9,4,Historical site,85,8878,1,No,27,No,4,1,16
No,397,Tab,33502,6,2,Trekking,97,5632,3,Yes,28,No,2,2,26
Yes,254,Mobile,51635,11,4,Other,76,4756,8,No,32,No,4,0,16
No,190,Laptop,18776,24,3,Historical site,61,2459,1,No,31,No,3,2,5
No,295,Tab,52373,10,3,Historical site,95,9885,3,No,26,No,3,1,23
No,292,Tab,15651,1,4,Beach,91,6510,7,No,23,No,2,1,16
No,377,Tab,43629,18,4,Beach,78,19558,3,Yes,39,No,3,1,39
No,192,Tab,24229,23,3,Historical site,105,2795,1,Yes,25,No,2,2,7
No,205,Tab,24666,28,2,Big Cities,82,6337,3,No,42,Yes,4,2,9
No,191,Tab,28843,17,2,Other,111,2174,2,No,29,Yes,4,1,5
No,389,Laptop,43647,3,3,Historical site,117,18251,1,No,27,No,3,1,39
No,196,Tab,21809,13,1,Historical site,60,2156,2,No,25,No,3,0,11
Yes,193,Laptop,45095,7,3,Beach,70,2951,2,Yes,34,No,4,1,10
Yes,231,Laptop,15740,12,4,Beach,86,2091,3,No,37,No,3,1,6
No,268,Tab,8929,1,2,Beach,92,3670,2,Yes,32,No,4,1,8
Yes,239,Tab,47831,13,4,Historical site,54,4289,4,No,25,No,3,0,12
No,277,Tab,18881,25,2,Other,78,3738,6,No,21,No,4,0,13
No,244,Tab,18419,6,4,Historical site,82,5516,6,No,36,Yes,4,2,15
No,213,Tab,27965,6,4,Historical site,83,2242,1,No,24,No,3,2,12
No,282,Tab,19588,2,3,Big Cities,100,9654,4,Yes,33,No,3,1,21
No,165,Tab,33608,1,3,Beach,105,2897,3,No,21,No,4,0,10
No,325,Tab,21816,2,4,Beach,100,4142,3,No,26,No,2,2,19
No,329,Tab,27405,6,4,Other,68,16677,4,Yes,29,No,3,1,28
No,293,Tab,12726,1,1,Beach,64,2680,4,No,25,No,4,0,14
No,330,Laptop,35092,9,5,Historical site,90,5736,5,Yes,25,No,2,1,16
No,372,Tab,43303,1,4,Beach,58,15449,9,No,30,No,1,1,24
No,342,Tab,38979,1,4,Beach,69,6036,5,No,34,No,2,0,16
No,265,Tab,7182,14,3,Trekking,40,2651,2,Yes,38,No,4,2,15
Yes,210,Tab,49752,2,1,Big Cities,103,3098,1,No,32,No,2,1,12
No,166,Tab,47056,22,1,Trekking,59,3505,1,No,24,No,3,0,7
No,342,Tab,46079,3,4,Other,49,19574,6,Yes,34,No,1,1,34
No,171,Tab,21179,6,1,Historical site,91,2830,2,No,37,Yes,4,0,4
No,254,Tab,42616,8,4,Big Cities,51,7155,1,No,28,No,4,0,8
No,249,Tab,22658,9,4,Beach,111,6378,3,Yes,23,No,4,1,13
No,232,Laptop,5654,3,3,Historical site,91,2130,3,No,31,Yes,3,1,5
No,403,Tab,8377,1,1,Historical site,49,8444,7,No,38,Yes,4,0,22
No,266,Tab,48945,1,5,Beach,59,2759,1,No,28,No,4,1,17
Yes,349,Laptop,10757,26,4,Beach,124,4341,3,No,30,No,4,2,7
No,210,Tab,34727,6,3,Beach,80,2712,1,Yes,29,No,3,1,4
No,284,Tab,16910,3,3,Other,55,9487,3,No,23,No,3,1,17
No,222,Tab,41208,3,2,Historical site,76,5610,3,No,31,No,1,1,10
No,273,Tab,35637,6,4,Beach,99,6697,1,No,31,No,2,0,22
No,255,Laptop,45409,6,3,Beach,42,7789,3,No,31,Yes,3,1,20
No,416,Tab,13952,19,4,Historical site,100,10788,3,No,31,No,3,1,20
No,278,Tab,32013,9,2,Historical site,67,8895,2,Yes,23,No,3,1,18
No,215,Tab,39074,3,4,Historical site,72,2099,2,No,33,No,4,0,11
Yes,160,Tab,47722,10,1,Historical site,48,1061,3,Yes,18,No,4,0,7
Yes,252,Laptop,37706,3,3,Beach,88,3404,1,Yes,27,No,1,0,16
No,274,Mobile,25501,3,3,Beach,59,1330,3,No,32,No,3,2,3
No,179,Tab,31021,4,3,Historical site,80,2878,3,No,23,No,1,1,7
No,196,Tab,28389,8,3,Beach,81,4916,0,No,38,Yes,3,1,11
No,299,Tab,8564,7,4,Big Cities,69,4080,1,No,31,Yes,1,0,9
No,230,Laptop,28266,1,4,Beach,90,2776,2,No,34,No,4,1,13
No,373,Tab,28657,2,1,Big Cities,78,8169,4,No,25,No,4,0,19
No,211,Laptop,49391,3,1,Historical site,90,4697,2,Yes,32,Yes,2,2,13
No,289,Tab,42917,10,2,Beach,93,4734,3,No,30,No,1,0,11
No,383,Tab,42283,28,1,Historical site,90,3275,1,Yes,22,No,3,3,25
No,269,Tab,50529,9,3,Historical site,58,8684,2,No,24,No,2,0,15
Yes,194,Tab,24299,3,2,Beach,89,4641,10,No,34,No,1,0,8
No,305,Tab,14327,2,4,Trekking,98,4616,2,No,20,No,1,0,24
No,255,Tab,32565,10,3,Big Cities,74,5451,3,No,25,No,4,0,18
Yes,381,Laptop,19707,8,2,Trekking,61,6857,3,Yes,25,No,1,1,20
No,299,Tab,28985,1,4,Beach,51,7673,0,No,25,No,3,0,16
No,212,Tab,21333,1,2,Beach,80,7484,2,No,30,No,4,0,15
No,250,Tab,35670,3,2,Beach,57,11219,3,No,34,No,4,0,16
No,363,Tab,24642,14,4,Big Cities,60,5007,3,No,28,No,4,0,28
No,309,Laptop,20350,5,4,Beach,71,10536,5,Yes,27,Yes,3,1,22
No,409,Tab,33996,7,3,Beach,84,14860,5,No,27,No,3,0,38
No,314,Tab,15003,10,4,Hill Stations,88,19212,4,No,35,No,2,3,29
No,460,Tab,41306,16,4,Big Cities,109,5459,10,No,33,No,4,0,12
No,214,Laptop,10338,10,2,Beach,56,8853,2,No,34,Yes,3,2,17
No,316,Tab,11042,1,3,Hill Stations,74,19235,2,No,26,No,2,1,29
No,385,Tab,11105,8,4,Big Cities,75,3936,7,No,21,No,4,1,11
